GTO_per_unit_vol,segment,sub_segment,Product_Set,Brand,Sub_Brand,Pack_Type,Tax,province,Discount_Total,Premium,Tier 1,Tier 2,RETURNABLE
347.0,Drink Led,Beer bar,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,0.62,Liège,22.67,0,0,1,1
196.44444444444443,Drink Led,Beer bar,RETURNABLE_BOTTLE_PIEDBOEUF_PIEDBOEUF FONCEE,PIEDBOEUF,PIEDBOEUF FONCEE,BOTTLE,1.46,Liège,36.05,0,0,1,1
254.5433962264151,Drink Led,Beer bar,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,254.94,Liège,1601.31,0,0,1,1
338.5,Entertainment Led,Sports Venue,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,1.86,East Flanders,0.0,0,0,1,1
207.8,Entertainment Led,Sports Venue,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,-2.41,East Flanders,0.0,0,0,1,1
368.73333333333335,Entertainment Led,Sports Venue,RETURNABLE_KEG_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,KEG,76.96,East Flanders,0.0,0,0,1,1
13.641691033138402,Institutional,Institutional,"OW_CAN_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",CAN,2234.86,Flemish Brabant,0.0,0,0,1,0
13.641644620811286,Institutional,Institutional,OW_CAN_LEFFE_LEFFE SANS ALCOOL/ALCOHOLVRIJ,LEFFE,LEFFE SANS ALCOOL/ALCOHOLVRIJ,CAN,2470.1,Flemish Brabant,0.0,0,0,1,0
415.40473008309607,Institutional,Institutional,OW_CAN_PURE BLONDE_PURE BLONDE REGULAR,PURE BLONDE,PURE BLONDE REGULAR,CAN,5273.01,Flemish Brabant,0.0,0,0,1,0
347.0,Institutional,Institutional,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,1.24,Flemish Brabant,0.0,0,0,1,1
395.7619477006312,Institutional,Institutional,RETURNABLE_BOTTLE_LEFFE_LEFFE SANS ALCOOL/ALCOHOLVRIJ,LEFFE,LEFFE SANS ALCOOL/ALCOHOLVRIJ,BOTTLE,5.72,Flemish Brabant,0.0,0,0,1,1
350.3333333333333,Institutional,Institutional,RETURNABLE_BOTTLE_PURE BLONDE_PURE BLONDE REGULAR,PURE BLONDE,PURE BLONDE REGULAR,BOTTLE,48.38,Flemish Brabant,0.0,0,0,1,1
449.6666666666667,Food Led,Hybrid,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE KRIEK CLASSIQUE,BELLE VUE,BELLE VUE KRIEK CLASSIQUE,BOTTLE,3.06,Brussels Capital Region,29.31,0,0,0,1
302.8333333333333,Food Led,Hybrid,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,4.58,Brussels Capital Region,32.85,0,0,0,1
294.16666666666663,Food Led,Hybrid,RETURNABLE_BOTTLE_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,BOTTLE,6.12,Brussels Capital Region,38.46,0,0,0,1
417.2151898734177,Food Led,Hybrid,RETURNABLE_BOTTLE_TRIPEL KARMELIET_TRIPEL KARMELIET,TRIPEL KARMELIET,TRIPEL KARMELIET,BOTTLE,6.57,Brussels Capital Region,20.35,0,0,0,1
294.1666666666667,Institutional,Institutional,RETURNABLE_BOTTLE_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,BOTTLE,7.64,West Flanders,38.2,0,1,0,1
347.0,Entertainment Led,Events,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,0.31,Antwerp,0.0,0,1,0,1
254.28,Entertainment Led,Events,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,577.23,Antwerp,1742.64,0,1,0,1
294.1666666666667,Drink Led,Bar,RETURNABLE_BOTTLE_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,BOTTLE,45.83,Liège,0.0,0,0,1,1
450.5839032088374,Entertainment Led,Events,RETURNABLE_BOTTLE_LEFFE_LEFFE RADIEUSE,LEFFE,LEFFE RADIEUSE,BOTTLE,142.51,Brussels Capital Region,0.0,0,0,0,1
450.63131313131316,Entertainment Led,Events,RETURNABLE_BOTTLE_LEFFE_LEFFE RITUEL 9?,LEFFE,LEFFE RITUEL 9?,BOTTLE,147.89,Brussels Capital Region,0.0,0,0,0,1
486.8686868686869,Entertainment Led,Events,RETURNABLE_BOTTLE_LEFFE_LEFFE ROYALE CASCADE IPA,LEFFE,LEFFE ROYALE CASCADE IPA,BOTTLE,132.58,Brussels Capital Region,0.0,0,0,0,1
379.040404040404,Entertainment Led,Events,RETURNABLE_BOTTLE_LEFFE_LEFFE SANS ALCOOL/ALCOHOLVRIJ,LEFFE,LEFFE SANS ALCOOL/ALCOHOLVRIJ,BOTTLE,4.09,Brussels Capital Region,0.0,0,0,0,1
450.6499689505278,Entertainment Led,Events,RETURNABLE_BOTTLE_LEFFE_LEFFE TRIPLE,LEFFE,LEFFE TRIPLE,BOTTLE,362.22,Brussels Capital Region,0.0,0,0,0,1
807.4,Entertainment Led,Events,RETURNABLE_KEG_LEFFE_FLAVOURED ALCOHOLIC,LEFFE,FLAVOURED ALCOHOLIC,KEG,1411.04,Brussels Capital Region,0.0,0,0,0,1
420.4,Entertainment Led,Events,RETURNABLE_KEG_LEFFE_LEFFE,LEFFE,LEFFE,KEG,1013.38,Brussels Capital Region,0.0,0,0,0,1
386.8,Entertainment Led,Events,RETURNABLE_KEG_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,KEG,1295.59,Brussels Capital Region,0.0,0,0,0,1
386.8,Entertainment Led,Events,RETURNABLE_KEG_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,KEG,513.1,Brussels Capital Region,0.0,0,0,0,1
428.55,Entertainment Led,Events,RETURNABLE_KEG_LEFFE_LEFFE ROYALE CASCADE IPA,LEFFE,LEFFE ROYALE CASCADE IPA,KEG,320.69,Brussels Capital Region,0.0,0,0,0,1
414.45,Entertainment Led,Events,RETURNABLE_KEG_LEFFE_LEFFE RUBY,LEFFE,LEFFE RUBY,KEG,533.14,Brussels Capital Region,0.0,0,0,0,1
